medicion;fecha;med_id_bolsa;comuna;direccion_contenedor;latitud;longitud;peso_neto_kg;origen;clasificacion;1_s1;2_s1;3_s1;4_s1;5_s1;6_s1;7_s2;8_s2;9_s2;10_s2;11_s2;12_s3;13_s3;14_s3;suma
2024-M1;2024-04-29;24m1-1179;6;Pujol 1325;-346073734;-58,4527172;0.82;Residencial;No Separa;1;0;1;0;0;0;0;0;0;4;0;0;2;0;8
2024-M1;2024-04-29;24m1-1181;6;Goyena, Pedro Av. 1678;-3462845571;-58,45203438;2.005;Residencial;No Separa;1;0;0;1;0;0;0;2;1;0;0;0;1;0;6
2024-M1;2024-04-29;24m1-1182;6;Falcon, Ramon L.,cnel. 1684;-346366157;-58,4876737;3.24;Residencial;Separa;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2024-M1;2024-04-29;24m1-1183;6;Yerbal 760;-346191612;-58,4413413;0.86;Residencial;No Separa;4;0;0;0;0;0;0;0;0;0;0;0;0;2;6
2024-M1;2024-04-29;24m1-1184;6;Olaya 1058;-34607245;-58,4428953;0.875;Residencial;No Separa;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2
2024-M1;2024-04-29;24m1-1185;6;Lobos, Eleodoro, Dr. 574;-346120847;-58,4367285;3.31;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-04-29;24m1-1186;6;Rivadavia Av. 6015;-346238472;-58,4498783;0.23;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-04-29;24m1-1187;6;Paysandu 918;-346130178;-58,4525534;2.835;Residencial;No Separa;0;0;1;0;0;0;0;2;0;0;0;0;1;0;4
2024-M1;2024-04-29;24m1-1188;6;Gainza, Martin De, Gral. 944;-3461030598;-58,44669753;0.13;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2024-M1;2024-04-30;24m1-1191;7;San Pedrito 1125;-346433611;-58,4603234;1.03;Residencial;No Separa;0;0;0;0;0;0;0;0;2;1;0;0;1;0;4
2024-M1;2024-04-30;24m1-1193;7;Terrada 733;-34623357;-58,4710953;3.84;Residencial;No Separa;0;0;0;0;1;0;0;0;0;1;0;0;0;2;4
2024-M1;2024-04-30;24m1-1194;7;Estado Plurinacional De Bolivia 830;-346215578;-58,469184;0.6;Residencial;No Separa;0;0;1;0;0;0;0;2;0;1;0;0;0;0;4
2024-M1;2024-04-30;24m1-1196;7;Bufano, Alfredo R. 878;-346203901;-58,4665902;4.34;Residencial;No Separa;3;0;1;0;0;1;0;0;0;0;0;0;0;0;5
2024-M1;2024-04-30;24m1-1197;7;Fray Luis Beltran 254;-346242748;-58,4594766;0.54;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-04-30;24m1-1198;7;Rivadavia Av. 6380;-346266714;-58,4563021;2.65;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2024-M1;2024-04-30;24m1-1199;7;Neuquen 2994;-346217304;-58,4753505;2.84;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;1;2;0;0;0;0;0;0;0;0;0;1;4
2024-M1;2024-04-30;24m1-1200;7;Za Artu 1081;-346394124;-58,4322112;3.41;Residencial;No Separa;2;0;0;0;0;0;0;0;0;2;0;0;2;0;6
2024-M1;2024-04-30;24m1-1201;7;Santander 932;-3463499058;-58,43316611;1.665;Residencial;No Separa;0;0;3;0;0;1;0;0;0;0;0;0;1;0;5
2024-M1;2024-04-30;24m1-1202;7;Za Artu 929;-346391907;-58,4308271;2.175;Residencial;Separa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2024-M1;2024-04-30;24m1-1203;7;Santander 358;-3463383035;-58,42607186;1.81;Residencial;No Separa;0;0;1;0;1;0;0;0;0;0;0;2;0;0;4
2024-M1;2024-04-30;24m1-1204;7;Barco Centenera Del 1051;-346316008;-58,4378338;0.755;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-04-30;24m1-1205;7;Cachimayo 1063;-34632573;-58,4392414;0.745;Residencial;No Separa;0;0;1;0;0;0;1;0;0;0;1;0;1;0;4
2024-M1;2024-04-30;24m1-1206;7;Salas 582;-346328454;-58,4342481;2.3;Residencial;Separa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2024-M1;2024-04-30;24m1-1208;7;Carabobo Av. 1646;-346354953;-58,4524144;0.94;Residencial;No Separa;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2
2024-M1;2024-04-30;24m1-1210;7;Casta Ares Av. 1768;-346412001;-58,4421815;2.775;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-04-30;24m1-1211;7;Hortiguera 1432;-346369303;-58,4413042;2.24;Residencial;No Separa;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4
2024-M1;2024-04-30;24m1-1212;7;Primera Junta 1577;-346337048;-58,4474567;1.165;Residencial;No Separa;3;0;4;0;0;0;0;0;0;0;0;0;1;0;8
2024-M1;2024-04-30;24m1-1213;7;Directorio Av. 1540;-346389171;-58,476089;0.755;Residencial;No Separa;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2
2024-M1;2024-05-06;24m1-1214;1;San Jose 1521;-346264153;-58,3860104;0.945;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-06;24m1-1215;1;Calvo, Carlos 1425;-346207216;-58,3971122;0.765;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-06;24m1-1216;1;San Juan Av. 1330;-346224717;-58,3848431;0.81;Residencial;Separa;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2024-M1;2024-05-06;24m1-1217;1;Tacuari 1051;-346203109;-58,3787619;1.025;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-06;24m1-1218;1;Echague, Pedro 1742;-346304491;-58,389852;0.935;Residencial;No Separa;2;0;1;0;0;0;0;0;0;0;0;0;0;4;7
2024-M1;2024-05-06;24m1-1219;1;Cevallos, Virrey 1771;-346197909;-58,3714178;0.91;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2024-M1;2024-05-06;24m1-1220;1;15 De Noviembre De 1889 1407;-346310167;-58,3857247;0.41;Residencial;No Separa;1;0;0;0;0;2;0;0;1;1;0;0;0;0;5
2024-M1;2024-05-06;24m1-1222;1;Piedras 872;-346182046;-58,3771325;1.035;Residencial;No Separa;0;0;1;0;0;0;0;0;0;1;0;0;0;1;3
2024-M1;2024-05-06;24m1-1223;1;Calvo, Carlos 1671;-346199494;-58,3898526;7.85;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;0;4;0;1;0;0;0;0;0;0;0;0;5
2024-M1;2024-05-06;24m1-1224;1;Santiago Del Estero 269;-346118201;-58,3848413;0.965;Residencial;No Separa;0;2;0;1;0;0;0;0;0;0;0;0;0;0;3
2024-M1;2024-05-06;24m1-1225;1;Tacuari 723;-346166645;-58,3789022;0.635;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-06;24m1-1226;1;Belgrano Av. 273;-3461456394;-58,4043525;3.495;Residencial;No Separa;0;0;0;0;2;0;0;0;0;0;0;0;2;0;4
2024-M1;2024-05-06;24m1-1227;1;Mexico 1150;-34615479;-58,3822622;1.06;Residencial;No Separa;1;0;2;0;0;0;0;0;0;0;0;0;0;0;3
2024-M1;2024-05-06;24m1-1228;1;Salta 478;-346140763;-58,3830672;0.64;Residencial;Separa;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2024-M1;2024-05-06;24m1-1230;1;Moreno 987;-3461176;-58,38029;5.53;Residencial;No Separa;0;2;0;0;0;0;0;0;1;1;0;0;1;0;5
2024-M1;2024-05-06;24m1-1231;1;Huergo, Ing. Av. 847;-346173059;-58,3665119;1.1;Residencial;No Separa;0;0;0;0;0;0;0;0;0;1;0;1;2;0;4
2024-M1;2024-05-06;24m1-1236;1;Juncal 827;-34592794;-58,379024;0.31;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2024-M1;2024-05-06;24m1-1237;1;Suipacha 1497;-345901506;-58,379443;0.315;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
2024-M1;2024-05-06;24m1-1238;1;Basavilbaso 1320;-345926151;-58,3770629;0.945;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2024-M1;2024-05-06;24m1-1240;1;Rodriguez Pe a 50;-34608516;-58,3907776;0.395;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-06;24m1-1243;1;San Juan Av. 660;-346220974;-58,375014;0.4;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-06;24m1-1244;1;San Juan Av. 527;-346217758;-58,3732094;0.805;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
2024-M1;2024-05-06;24m1-1245;1;Piedras 1360;-346244109;-58,3766147;2.58;Residencial;Separa;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2024-M1;2024-05-07;24m1-1248;2;Cordoba Av. 1583;-34599215;-58,389433;1.215;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;0;2;0;0;1;0;1;1;0;0;0;1;0;7
2024-M1;2024-05-07;24m1-1250;2;Arenales 2372;-345939322;-58,4003224;1.625;Residencial;No Separa;0;0;2;0;0;0;0;0;0;0;0;0;1;0;3
2024-M1;2024-05-07;24m1-1251;2;Paraguay 1640;-345986324;-58,3903869;0.44;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2024-M1;2024-05-07;24m1-1252;2;Arenales 2448;-345936002;-58,4013218;4.19;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;2;0;1;0;1;0;0;0;0;0;0;0;0;0;4
2024-M1;2024-05-07;24m1-1253;2;Pueyrredon Av. 2386;-345863925;-58,3954356;0.49;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;0;0;0;0;1;0;0;1;0;0;0;0;0;3
2024-M1;2024-05-07;24m1-1254;2;Azcuenaga 1422;-345921811;-58,3987663;0.81;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2
2024-M1;2024-05-07;24m1-1255;2;Pe a 2259;-345907487;-58,3970098;0.56;Residencial;No Separa;1;0;3;0;0;0;0;0;0;0;0;0;0;0;4
2024-M1;2024-05-07;24m1-1256;2;Junin 834;-345993395;-58,397308;0.75;Residencial;No Separa;0;0;2;0;0;0;0;0;1;2;0;0;0;0;5
2024-M1;2024-05-07;24m1-1257;2;Quintana, Manuel, Pres. Av. 594;-3458783715;-58,39079453;1.42;Residencial;No Separa;1;0;2;0;0;1;0;1;0;0;0;0;0;0;5
2024-M1;2024-05-07;24m1-1258;2;Alvear, Marcelo T. De 1981;-346129936;-58,5313918;1.52;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2024-M1;2024-05-07;24m1-1259;2;Santa Fe Av. 1840;-345962038;-58,3939372;1.52;Residencial;Separa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2024-M1;2024-05-07;24m1-1260;2;Las Heras General Av. 1924;-345834351;-58,4054025;1.105;Residencial;No Separa;0;1;1;0;1;0;0;0;0;2;0;0;0;0;5
2024-M1;2024-05-07;24m1-1261;2;Diaz, Cnel. Av. 1573;-346036844;-58,3815591;2.47;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;3;0;0;2;0;0;0;0;0;0;0;0;0;0;5
2024-M1;2024-05-07;24m1-1262;2;Beruti 3299;-345876458;-58,4087831;4.56;Residencial;No Separa;0;0;4;0;0;0;0;3;0;2;0;0;0;0;9
2024-M1;2024-05-07;24m1-1263;2;Mansilla, Lucio Norberto, General 3267;-345930917;-58,4115663;1.16;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;0;0;2;0;0;0;0;0;0;0;0;0;0;3
2024-M1;2024-05-07;24m1-1265;2;French 2886;-346036844;-58,3815591;0.29;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;0;0;0;0;0;0;0;0;0;0;0;2;0;3
2024-M1;2024-05-02;24m1-1269;9;Urien 7281;-346524123;-58,5279681;2.39;Residencial;No Separa;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2
2024-M1;2024-05-02;24m1-1270;9;Molina 1171;-346524371;-58,5253331;2.58;Residencial;Separa;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
2024-M1;2024-05-02;24m1-1271;9;Tonelero 6249;-346436037;-58,5172225;2.44;Residencial;No Separa;0;1;1;0;0;0;0;0;0;1;0;0;1;0;4
2024-M1;2024-05-02;24m1-1272;9;Jacques, Amadeo 7004;-346362856;-58,5281051;0.51;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2024-M1;2024-05-02;24m1-1273;9;Casco 245;-346367247;-58,5259096;1.29;Residencial;No Separa;0;0;3;0;0;0;0;0;0;0;0;0;0;1;4
2024-M1;2024-05-02;24m1-1275;9;Araujo 1753;-34653657;-58,4892989;1.255;Residencial;No Separa;1;0;1;0;0;1;0;0;0;0;1;0;0;0;4
2024-M1;2024-05-02;24m1-1276;9;Remedios 5051;-346526431;-58,4895268;2.28;Residencial;No Separa;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
2024-M1;2024-05-02;24m1-1277;9;Zelada 7590;-346604522;-58,5177602;4.105;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-02;24m1-1278;9;Castro, Emilio Av. 7298;-346542011;-58,519952;1.97;Residencial;No Separa;2;0;4;0;0;0;0;0;0;0;0;0;0;1;7
2024-M1;2024-05-02;24m1-1279;9;Castro, Emilio Av. 7046;-346530903;-58,5174947;1.25;Residencial;No Separa;0;1;1;0;0;0;0;0;0;2;0;1;1;0;6
2024-M1;2024-05-02;24m1-1280;9;Murguiondo 1475;-346526686;-58,506567;1.615;Residencial;No Separa;1;0;0;0;0;0;0;0;0;1;0;0;0;2;4
2024-M1;2024-05-02;24m1-1281;9;Tapalque 6911;-34660564;-58,509195;0.62;Residencial;No Separa;0;0;3;0;0;0;0;0;1;1;0;1;0;0;6
2024-M1;2024-05-02;24m1-1282;9;Remedios 4378;-346480344;-58,4837669;1.03;Residencial;No Separa;4;0;0;0;0;0;0;0;0;0;0;0;0;2;6
2024-M1;2024-05-02;24m1-1283;9;San Pedro 4458;-346492066;-58,4805185;1.085;Residencial;No Separa;0;0;3;0;0;1;0;0;0;0;0;0;0;1;5
2024-M1;2024-05-02;24m1-1284;9;Laferrere, Gregorio De 4858;-346659781;-58,4961378;2.28;Residencial;No Separa;0;0;1;0;0;0;0;2;0;0;0;0;0;0;3
2024-M1;2024-05-02;24m1-1285;9;Homero 1473;-346516166;-58,4842659;2.705;Residencial;No Separa;0;0;3;0;0;0;0;0;2;0;0;1;0;0;6
2024-M1;2024-05-08;24m1-1286;13;La Pampa 1171;-345573567;-58,4415846;0.28;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;0;1;0;0;1;0;0;0;0;0;0;0;0;3
2024-M1;2024-05-08;24m1-1288;13;Vidal 2231;-345628073;-58,4613774;1.17;Residencial;No Separa;0;0;1;0;0;0;0;0;0;0;0;0;1;1;3
2024-M1;2024-05-08;24m1-1289;13;Naon, Romulo 1818;-345727657;-58,4683743;5.58;Residencial;No Separa;0;0;1;0;0;0;0;2;0;0;0;0;0;0;3
2024-M1;2024-05-08;24m1-1290;13;Naon, Romulo 1818;-345727657;-58,4683743;0.59;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2024-M1;2024-05-08;24m1-1293;13;Arredondo, Virrey 3217;-345687886;-58,4520161;1.61;Residencial;No Separa;0;0;3;0;0;0;0;1;0;0;0;0;0;0;4
2024-M1;2024-05-08;24m1-1294;13;Elcano Av. 3258;-345738353;-58,4594984;1.105;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
2024-M1;2024-05-08;24m1-1295;13;Ciudad De La Paz 774;-345713954;-58,4464244;1.88;Residencial;No Separa;0;0;1;0;2;0;0;0;0;1;0;0;0;0;4
2024-M1;2024-05-08;24m1-1299;13;Cramer 1668;-345701035;-58,4571626;0.915;Residencial;Separa;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
2024-M1;2024-05-08;24m1-1301;13;Arcos 3431;-34548701;-58,4641679;2.65;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-08;24m1-1303;13;11 De Septiembre De 1888 3044;-345499369;-58,4584018;1.66;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2024-M1;2024-05-08;24m1-1305;13;Arcos 4057;-34544055;-58,4676293;0.505;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-08;24m1-1309;13;Nu Ez 2240;-345489545;-58,4658844;2.77;Residencial;Separa;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2024-M1;2024-05-08;24m1-1310;13;Nu Ez 2638;-345513773;-58,4695568;0.83;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;2;0;4;0;0;0;0;0;0;0;0;0;0;0;6
2024-M1;2024-05-08;24m1-1311;14;Dorrego 1682;-345819254;-58,4438137;0.63;Residencial;No Separa;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2024-M1;2024-05-10;24m1-1312;14;Cervi o Av. 3992;-345819152;-58,404164;0.945;Residencial;No Separa;0;0;2;0;1;0;0;0;0;0;0;0;1;0;4
2024-M1;2024-05-10;24m1-1313;14;Gorriti 3910;-345955412;-58,4200699;2.14;Residencial;No Separa;0;0;4;0;0;0;0;0;0;2;0;0;1;1;8
2024-M1;2024-05-10;24m1-1314;14;Gorriti 5346;-345873142;-58,4345245;3.025;Residencial;No Separa;0;0;4;0;0;0;0;1;0;1;0;0;0;0;6
2024-M1;2024-05-10;24m1-1315;14;Gorriti 4852;-345904609;-58,4300208;2.435;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-10;24m1-1316;14;Thames 1554;-345882074;-58,4316287;0.31;Residencial;No Separa;1;0;1;0;0;0;0;0;0;0;0;0;0;1;3
2024-M1;2024-05-10;24m1-1319;14;Malabia 2062;-345879398;-58,4229701;0.77;Residencial;No Separa;1;0;2;0;0;0;0;0;0;1;0;2;0;2;8
2024-M1;2024-05-10;24m1-1320;14;Scalabrini Ortiz, Raul Av. 2050;-345918947;-58,4269333;1.135;Residencial;No Separa;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2
2024-M1;2024-05-10;24m1-1322;14;Virasoro 2362;-345841526;-58,4210398;1.205;Residencial;Separa;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
2024-M1;2024-05-10;24m1-1323;14;Garcia, Teodoro 2125;-345667556;-58,4433972;0.425;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2024-M1;2024-05-10;24m1-1324;14;Gorriti 5684;-345843063;-58,4381511;1.21;Residencial;No Separa;0;2;0;0;4;0;1;1;0;0;0;0;0;0;8
2024-M1;2024-05-10;24m1-1325;14;Honduras 5753;-345829209;-58,437726;3.655;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-10;24m1-1326;14;El Salvador 5881;-345810763;-58,4380319;0.985;Residencial;No Separa;1;0;0;0;0;0;0;0;0;1;1;0;1;0;4
2024-M1;2024-05-10;24m1-1327;14;Costa Rica 5756;-345815509;-58,4363538;0.795;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-10;24m1-1329;14;Bulnes 1332;-34596155;-58,4169952;1.285;Residencial;Separa;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2024-M1;2024-05-10;24m1-1330;14;Cabrera, Jose A. 3550;-34596748;-58,4162883;0.735;Residencial;No Separa;0;0;2;0;0;0;0;0;0;2;0;0;0;0;4
2024-M1;2024-05-10;24m1-1331;14;Thames 1862;-345861299;-58,4287723;3.98;Residencial;No Separa;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2
2024-M1;2024-05-10;24m1-1334;14;Armenia 2433;-345843378;-58,4190077;4.935;Residencial;No Separa;3;0;4;1;1;2;0;0;0;4;0;1;0;4;20
2024-M1;2024-05-10;24m1-1335;14;Juncal 4672;-345764434;-58,4243069;1.785;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;0;2;0;0;0;0;0;0;0;0;1;0;3
2024-M1;2024-05-10;24m1-1336;14;Republica De La India 2867;-345795826;-58,415562;1.545;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-10;24m1-1337;14;Fray Justo Santamaria De Oro 2768;-34576317;-58,4218616;0.605;Residencial;No Separa;0;0;1;0;0;2;0;0;0;0;0;0;0;0;3
2024-M1;2024-05-10;24m1-1338;14;Del Libertador Av. 2744;-345778386;-58,4080855;0.78;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2024-M1;2024-05-10;24m1-1340;14;Godoy Cruz 3273;-345728781;-58,4207123;1.235;Residencial;No Separa;3;0;1;0;0;2;0;0;0;1;0;0;0;0;7
2024-M1;2024-05-10;24m1-1341;14;Salguero, Jeronimo 3105;-345763018;-58,4046431;0.67;Residencial;No Separa;2;0;1;0;1;0;0;1;0;0;0;0;1;0;6
2024-M1;2024-05-10;24m1-1342;14;Santa Fe Av. 5101;-345764331;-58,4315751;3.025;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;4;0;0;1;0;0;0;1;0;1;0;2;9
2024-M1;2024-05-10;24m1-1343;14;Soldado De La Independencia 1361;-345634121;-58,4412421;1.72;Residencial;Separa;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2024-M1;2024-05-10;24m1-1344;14;Newbery, Jorge 2570;-345736064;-58,4421304;2.93;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2024-M1;2024-05-10;24m1-1345;14;Ravignani, Emilio, Dr. 2255;-345808658;-58,4384065;0.235;Residencial;No Separa;2;1;1;0;0;0;0;0;0;0;0;0;0;0;4
2024-M1;2024-05-10;24m1-1346;14;Fitz Roy 2450;-345780593;-58,4294825;1.435;Residencial;No Separa;0;0;4;0;0;4;0;1;0;1;0;0;0;0;10
2024-M1;2024-05-10;24m1-1348;14;Cordoba Av. 3965;-345975817;-58,4226212;2.59;Residencial;No Separa;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2
2024-M1;2024-05-13;24m1-1349;8;Racedo, Eduardo, Tte. Gral. 5893;-346895741;-58,4619481;0.27;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-13;24m1-1350;8;Aquino 5093;-346703035;-58,4722648;2.5;Residencial;No Separa;0;0;1;0;0;0;0;0;0;2;0;0;2;1;6
2024-M1;2024-05-13;24m1-1351;8;Fernandez De La Cruz, F., Gral. Av. 4609;-34674432;-58,4605856;2.7;Residencial;No Separa;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3
2024-M1;2024-05-13;24m1-1352;8;Somellera 5804;-346770581;-58,4772977;2.285;Residencial;No Separa;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2
2024-M1;2024-05-13;24m1-1353;8;Oliden 4260;-346766088;-58,4739558;1.19;Residencial;Separa;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2024-M1;2024-05-13;24m1-1354;8;Corvalan 2766;-346635409;-58,4778631;1.87;Residencial;No Separa;0;0;4;0;2;0;0;1;0;2;0;0;0;0;9
2024-M1;2024-05-13;24m1-1355;8;Alvarez, Crisostomo 5876;-346714945;-58,4857865;1.295;Residencial;No Separa;0;0;0;0;0;0;0;0;0;1;0;0;2;0;3
2024-M1;2024-05-13;24m1-1356;8;Larrazabal 3050;-346676069;-58,4832184;1.835;Residencial;No Separa;0;0;1;0;1;0;0;1;0;0;0;0;2;0;5
2024-M1;2024-05-13;24m1-1361;8;Rabanal, Francisco, Intendente Av. 2885;-346601745;-58,4284204;2.42;Residencial;No Separa;1;1;4;0;1;2;0;1;0;0;0;0;0;0;10
2024-M1;2024-05-13;24m1-1362;8;Culpina 3469;-346613794;-58,4342333;1.505;Residencial;No Separa;0;1;1;0;0;1;0;0;0;0;0;0;0;0;3
2024-M1;2024-05-13;24m1-1363;8;Lacarra Av. 3408;-346523107;-58,4661599;0.54;Residencial;No Separa;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2
2024-M1;2024-05-13;24m1-1364;8;Lacarra Av. 3691;-346523107;-58,4661599;1.285;Residencial;No Separa;0;0;4;1;0;0;0;0;1;0;0;0;0;0;6
2024-M1;2024-05-13;24m1-1365;8;Escalada Av. 4502;-346774335;-58,453161;0.26;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-M1;2024-05-13;24m1-1366;8;Barros Pazos, Jose 3624;-346757312;-58,4662925;2.935;Residencial;No Separa;0;0;0;3;0;0;0;1;0;0;0;0;0;0;4
2024-M1;2024-05-07;24m1-1367;2;Aguero 2030;-345883096;-58,4028162;1.44;Residencial;No Separa;0;0;3;0;0;0;0;0;0;0;1;0;0;0;4
2024-M1;2024-05-07;24m1-1370;2;Anchorena, Tomas Manuel De, Dr. 1766;-3459023732;-58,40166746;1.03;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;0;0;0;1;0;3;2;0;0;0;0;0;6
2024-M1;2024-05-07;24m1-1371;2;Anchorena, Tomas Manuel De, Dr. 1257;-3459470345;-58,40636392;1.515;Residencial;No Separa;1;0;1;0;0;0;0;0;0;0;0;0;2;0;4
2024-M1;2024-05-07;24m1-1372;2;Ecuador 1632;-345917132;-58,4027686;2.17;Residencial;No Separa;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2
2024-M1;2024-05-07;24m1-1373;2;Laprida 1915;-345883933;-58,4006944;1.175;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
