ID,SubmissionDate,start,end,today,personas-n_personas,pais-pais_origen,pais-provincia,pais-pais_otro,noches_ciudad-noches,informacion_group-info,informacion_group-info_otro,telefonia-servicios_telefonicos,telefonia-empresa_otro,discapacidad-discapacidad,meta-instanceID,KEY,SubmitterID,SubmitterName,Status
3717,2020-03-05T14:06:14.103Z,2020-03-05T11:05:22.436-03:00,2020-03-05T11:06:12.125-03:00,05/03/2020,1,Otro,,República dominicana,6,Orientación,,Roaming,Claro,No,uuid:55674c26-cd67-4d15-8bb5-926384dea23c,uuid:55674c26-cd67-4d15-8bb5-926384dea23c,71,Puerto Madero,
3718,2020-03-05T14:07:28.167Z,2020-03-05T11:05:32.052-03:00,2020-03-05T11:07:17.709-03:00,05/03/2020,1,Argentina,AMBA,,,Orientación,,,,No,uuid:fee57c9a-3037-4bfb-a99e-5e2108bce4f8,uuid:fee57c9a-3037-4bfb-a99e-5e2108bce4f8,70,Casco Histórico,
3719,2020-03-05T14:07:39.049Z,2020-03-05T11:07:21.503-03:00,2020-03-05T11:07:29.581-03:00,05/03/2020,2,Argentina,AMBA,,,Orientación,,,,No,uuid:33b89f07-1a5d-473c-88dc-f03f1b80e9cc,uuid:33b89f07-1a5d-473c-88dc-f03f1b80e9cc,70,Casco Histórico,
3720,2020-03-05T14:11:53.351Z,2020-03-05T11:11:31.986-03:00,2020-03-05T11:11:51.199-03:00,05/03/2020,2,Brasil,,,2,Bus_Turístico Orientación Mapas_Ciudad Transporte,,Ninguna,,No,uuid:d9d189bc-799e-40ac-aacb-b226222b85ca,uuid:d9d189bc-799e-40ac-aacb-b226222b85ca,69,Peatonal Florida,
3721,2020-03-05T14:12:14.983Z,2020-03-05T11:12:00.491-03:00,2020-03-05T11:12:13.657-03:00,05/03/2020,1,Estados_Unidos,,,3,Bus_Turístico Orientación Mapas_Ciudad Transporte,,Ninguna,,No,uuid:bf5d5827-e881-4098-a64a-c9c6f8951c58,uuid:bf5d5827-e881-4098-a64a-c9c6f8951c58,69,Peatonal Florida,
3722,2020-03-05T14:12:35.023Z,2020-03-05T11:12:19.192-03:00,2020-03-05T11:12:33.635-03:00,05/03/2020,2,Australia,,,3,"Orientación Bus_Turístico Mapas_Ciudad Transporte Ferias_&_Mercados Cambio,_Banco_&_Cajeros Atractivos_turísticos",,Ninguna,,No,uuid:69c3f54c-6361-4c9a-bdf8-900259d69073,uuid:69c3f54c-6361-4c9a-bdf8-900259d69073,69,Peatonal Florida,
3723,2020-03-05T14:13:18.587Z,2020-03-05T11:12:39.882-03:00,2020-03-05T11:13:17.157-03:00,05/03/2020,2,Peru,,,3,Bus_Turístico Orientación Mapas_Ciudad Transporte,,Ninguna,,No,uuid:05086104-ad2b-4db6-9b6f-4c8edb39de3e,uuid:05086104-ad2b-4db6-9b6f-4c8edb39de3e,69,Peatonal Florida,
3724,2020-03-05T14:18:57.351Z,2020-03-05T11:18:39.174-03:00,2020-03-05T11:18:47.033-03:00,05/03/2020,1,Argentina,AMBA,,,SUBE,,,,No,uuid:16c47d74-bf3d-406d-84bb-7f37894b79c0,uuid:16c47d74-bf3d-406d-84bb-7f37894b79c0,70,Casco Histórico,
3725,2020-03-05T14:22:47.353Z,2020-03-05T11:22:29.334-03:00,2020-03-05T11:22:44.499-03:00,05/03/2020,2,Canadá,,,5,Mapas_Ciudad Transporte Bus_Turístico Orientación,,Ninguna,,No,uuid:7ee5113d-ff42-4869-812a-34b41b945899,uuid:7ee5113d-ff42-4869-812a-34b41b945899,69,Peatonal Florida,
3726,2020-03-05T14:24:11.121Z,2020-03-05T11:23:48.398-03:00,2020-03-05T11:23:59.402-03:00,05/03/2020,1,Argentina,AMBA,,,Orientación,,,,No,uuid:f9478dc1-5c04-4cc7-be3f-fd0c667be3a8,uuid:f9478dc1-5c04-4cc7-be3f-fd0c667be3a8,70,Casco Histórico,
3727,2020-03-05T14:24:42.240Z,2020-03-05T11:24:07.505-03:00,2020-03-05T11:24:32.988-03:00,05/03/2020,2,Argentina,AMBA,,,Orientación,,,,No,uuid:2d0fff4f-c389-4039-a046-9bf7eec44cf5,uuid:2d0fff4f-c389-4039-a046-9bf7eec44cf5,70,Casco Histórico,
3728,2020-03-05T14:25:04.754Z,2020-03-05T11:24:43.051-03:00,2020-03-05T11:24:55.349-03:00,05/03/2020,2,Argentina,AMBA,,,Orientación,,,,No,uuid:539745fc-9ae4-4263-83d5-8a7596f0ba1e,uuid:539745fc-9ae4-4263-83d5-8a7596f0ba1e,70,Casco Histórico,
3729,2020-03-05T14:25:26.153Z,2020-03-05T11:25:07.045-03:00,2020-03-05T11:25:16.684-03:00,05/03/2020,1,Argentina,AMBA,,,Orientación,,,,No,uuid:0b83d818-614f-49d8-8022-98fa0a3b8932,uuid:0b83d818-614f-49d8-8022-98fa0a3b8932,70,Casco Histórico,
3730,2020-03-05T14:35:05.749Z,2020-03-05T11:34:47.763-03:00,2020-03-05T11:34:56.370-03:00,05/03/2020,2,Argentina,AMBA,,,Orientación,,,,No,uuid:6388574a-0bba-4d08-9a9e-18e01f636242,uuid:6388574a-0bba-4d08-9a9e-18e01f636242,70,Casco Histórico,
3731,2020-03-05T14:35:35.566Z,2020-03-05T11:35:00.208-03:00,2020-03-05T11:35:26.136-03:00,05/03/2020,1,Alemania,,,7,Transporte Orientación Bus_Turístico,,Ninguna,,No,uuid:5a35874c-4b7d-4673-a509-0895b267141a,uuid:5a35874c-4b7d-4673-a509-0895b267141a,70,Casco Histórico,
3732,2020-03-05T14:35:58.289Z,2020-03-05T11:35:35.571-03:00,2020-03-05T11:35:48.854-03:00,05/03/2020,2,Argentina,AMBA,,,Orientación,,,,No,uuid:97625103-5f32-4bb3-a0a7-23bfb9efdfcf,uuid:97625103-5f32-4bb3-a0a7-23bfb9efdfcf,70,Casco Histórico,
3733,2020-03-05T14:36:20.736Z,2020-03-05T11:35:55.630-03:00,2020-03-05T11:36:11.388-03:00,05/03/2020,2,Argentina,AMBA,,,Orientación,,,,No,uuid:2195b9a7-551e-4e16-b0a0-08d2c2288e56,uuid:2195b9a7-551e-4e16-b0a0-08d2c2288e56,70,Casco Histórico,
3734,2020-03-05T14:36:31.886Z,2020-03-05T11:36:14.926-03:00,2020-03-05T11:36:22.710-03:00,05/03/2020,2,Argentina,AMBA,,,Orientación,,,,No,uuid:67b88d97-8966-4d43-9607-2f5691782c71,uuid:67b88d97-8966-4d43-9607-2f5691782c71,70,Casco Histórico,
3735,2020-03-05T14:36:44.565Z,2020-03-05T11:36:26.079-03:00,2020-03-05T11:36:35.315-03:00,05/03/2020,2,Argentina,AMBA,,,Orientación,,,,No,uuid:e7a9ba8e-38b1-411a-a549-e33abbb041fa,uuid:e7a9ba8e-38b1-411a-a549-e33abbb041fa,70,Casco Histórico,
3736,2020-03-05T14:37:58.685Z,2020-03-05T11:29:25.611-03:00,2020-03-05T11:37:56.410-03:00,05/03/2020,2,China,,,2,Bus_Turístico Orientación Transporte Mapas_Ciudad,,Ninguna,,No,uuid:03eb1e45-723d-4a1b-8c26-83adad630f85,uuid:03eb1e45-723d-4a1b-8c26-83adad630f85,69,Peatonal Florida,
3737,2020-03-05T14:38:28.526Z,2020-03-05T11:38:08.801-03:00,2020-03-05T11:38:26.898-03:00,05/03/2020,2,Brasil,,,5,Bus_Turístico Orientación Mapas_Ciudad Transporte Info_Argentina Consulta_de_pasajero_en_tránsito Atractivos_turísticos Eventos_&_Espectáculos,,Ninguna,,No,uuid:d7d76f5a-8b44-4a29-b601-1315da1c2335,uuid:d7d76f5a-8b44-4a29-b601-1315da1c2335,69,Peatonal Florida,
3738,2020-03-05T14:38:51.887Z,2020-03-05T11:38:34.956-03:00,2020-03-05T11:38:50.269-03:00,05/03/2020,3,Brasil,,,5,Mapas_Ciudad Transporte Accesibilidad Consulta_de_pasajero_en_tránsito Espacios_Verdes Tango Museos Qué_hacer_en_BA Info_Uruguay Eventos_&_Espectáculos Bicicletas Orientación Bus_Turístico,,Ninguna,,No,uuid:29b75199-1207-4f96-b5bd-7513545de7e4,uuid:29b75199-1207-4f96-b5bd-7513545de7e4,69,Peatonal Florida,
3739,2020-03-05T14:40:57.940Z,2020-03-05T11:39:24.343-03:00,2020-03-05T11:40:55.595-03:00,05/03/2020,4,Colombia,,,2,Bus_Turístico Orientación Mapas_Ciudad Transporte Organismos_Oficiales Eventos_&_Espectáculos Alojamiento Consulta_de_pasajero_en_tránsito Info_Argentina,,Ninguna,,No,uuid:34c6cc8a-4762-4e23-8889-bd4e7d1f3267,uuid:34c6cc8a-4762-4e23-8889-bd4e7d1f3267,69,Peatonal Florida,
3740,2020-03-05T14:42:40.057Z,2020-03-05T11:42:02.011-03:00,2020-03-05T11:42:29.847-03:00,05/03/2020,4,Uruguay,,,7,Mapas_Ciudad Orientación Bus_Turístico SUBE,,Ninguna,,No,uuid:9f9b5d87-e276-4815-ad6d-695677b0cadb,uuid:9f9b5d87-e276-4815-ad6d-695677b0cadb,70,Casco Histórico,
3741,2020-03-05T14:43:10.654Z,2020-03-05T11:22:10.935-03:00,2020-03-05T11:43:08.391-03:00,05/03/2020,2,Argentina,Chubut,,120,Mapas_Ciudad,,,,No,uuid:3cddf9cb-cfb1-4741-b8d3-25d596e35988,uuid:3cddf9cb-cfb1-4741-b8d3-25d596e35988,73,Recoleta,
3742,2020-03-05T14:43:13.736Z,2020-03-05T11:42:46.320-03:00,2020-03-05T11:43:04.404-03:00,05/03/2020,1,Chile,,,7,Mapas_Ciudad,,Ninguna,,No,uuid:a29030db-d08a-410c-b004-b4ff8c91fadb,uuid:a29030db-d08a-410c-b004-b4ff8c91fadb,70,Casco Histórico,
3743,2020-03-05T14:43:22.434Z,2020-03-05T11:43:10.830-03:00,2020-03-05T11:43:20.151-03:00,05/03/2020,2,China,,,5,Orientación,,Ninguna,,No,uuid:1708ab3b-2aaa-4c41-ae5c-c5ba2dc0c3e7,uuid:1708ab3b-2aaa-4c41-ae5c-c5ba2dc0c3e7,73,Recoleta,
3744,2020-03-05T14:44:02.695Z,2020-03-05T11:43:23.215-03:00,2020-03-05T11:44:01.096-03:00,05/03/2020,1,Colombia,,,90,Uso_de_instalaciones,,Ninguna,,No,uuid:60942bcc-e0fd-4887-8286-8691e19a0afd,uuid:60942bcc-e0fd-4887-8286-8691e19a0afd,73,Recoleta,
3745,2020-03-05T14:44:58.399Z,2020-03-05T11:44:41.761-03:00,2020-03-05T11:44:56.343-03:00,05/03/2020,4,Canadá,,,3,Bus_Turístico Orientación Mapas_Ciudad Transporte Gastronomía Compras Alrededores_BA Atractivos_turísticos Consulta_de_pasajero_en_tránsito Espacios_Verdes,,Ninguna,,No,uuid:5b6dc756-1405-4540-a4f1-c2bbe5f8302c,uuid:5b6dc756-1405-4540-a4f1-c2bbe5f8302c,69,Peatonal Florida,
3746,2020-03-05T14:45:20.949Z,2020-03-05T11:45:00.184-03:00,2020-03-05T11:45:19.516-03:00,05/03/2020,4,España,,,5,"Bus_Turístico Orientación Mapas_Ciudad Transporte Info_Uruguay Compras Alrededores_BA Consulta_de_pasajero_en_tránsito Museos Cambio,_Banco_&_Cajeros Atractivos_turísticos",,Ninguna,,No,uuid:acf7dbb2-c593-4bc5-b9f7-a462dd6bed04,uuid:acf7dbb2-c593-4bc5-b9f7-a462dd6bed04,69,Peatonal Florida,
3747,2020-03-05T14:45:47.977Z,2020-03-05T11:45:29.880-03:00,2020-03-05T11:45:46.568-03:00,05/03/2020,2,Brasil,,,5,Bus_Turístico Orientación Mapas_Ciudad Transporte Consulta_de_pasajero_en_tránsito Info_Argentina Espacios_Verdes Organismos_Oficiales Eventos_&_Espectáculos Bicicletas Agencias_&_Compañías_aéreas,,Ninguna,,No,uuid:8be7c653-9399-483b-9368-7b2fdedc17b5,uuid:8be7c653-9399-483b-9368-7b2fdedc17b5,69,Peatonal Florida,
3748,2020-03-05T14:45:50.518Z,2020-03-05T11:45:40.377-03:00,2020-03-05T11:45:48.393-03:00,05/03/2020,2,Brasil,,,3,Orientación Mapas_Ciudad,,Ninguna,,No,uuid:602db289-9883-4bfc-a426-4cad205838e2,uuid:602db289-9883-4bfc-a426-4cad205838e2,73,Recoleta,
3749,2020-03-05T14:46:10.355Z,2020-03-05T11:45:52.480-03:00,2020-03-05T11:46:08.876-03:00,05/03/2020,2,Otro,,Portugal,2,Mapas_Ciudad,,Ninguna,,No,uuid:411edc53-0c8b-4b2e-b0a4-030c5f0701dc,uuid:411edc53-0c8b-4b2e-b0a4-030c5f0701dc,73,Recoleta,
3750,2020-03-05T14:46:12.159Z,2020-03-05T11:45:53.880-03:00,2020-03-05T11:46:10.799-03:00,05/03/2020,3,Ecuador,,,5,Bus_Turístico Orientación Mapas_Ciudad Transporte Atractivos_turísticos Consulta_de_pasajero_en_tránsito Ferias_&_Mercados Museos Tango Qué_hacer_en_BA Gastronomía Compras Alrededores_BA,,Ninguna,,No,uuid:bf19a5c5-6574-419d-94eb-e32b5a12bf3b,uuid:bf19a5c5-6574-419d-94eb-e32b5a12bf3b,69,Peatonal Florida,
3751,2020-03-05T14:46:35.737Z,2020-03-05T11:46:17.085-03:00,2020-03-05T11:46:34.202-03:00,05/03/2020,1,Colombia,,,5,"Bus_Turístico Orientación Mapas_Ciudad Transporte Museos Ferias_&_Mercados Cambio,_Banco_&_Cajeros Atractivos_turísticos Qué_hacer_en_BA Info_Uruguay Compras Alrededores_BA Agencias_&_Compañías_aéreas",,Ninguna,,No,uuid:9e283849-60eb-475f-b520-c2bbac438598,uuid:9e283849-60eb-475f-b520-c2bbac438598,69,Peatonal Florida,
3752,2020-03-05T14:47:00.676Z,2020-03-05T11:46:39.849-03:00,2020-03-05T11:46:59.220-03:00,05/03/2020,2,Alemania,,,5,Bus_Turístico Orientación Mapas_Ciudad Transporte Atractivos_turísticos Ferias_&_Mercados Museos Espacios_Verdes Qué_hacer_en_BA Info_Uruguay Compras Alrededores_BA,,Ninguna,,No,uuid:d0ba272f-6794-4f29-b132-93eeafa35677,uuid:d0ba272f-6794-4f29-b132-93eeafa35677,69,Peatonal Florida,
3753,2020-03-05T14:54:54.946Z,2020-03-05T11:47:13.661-03:00,2020-03-05T11:54:51.251-03:00,05/03/2020,2,China,,,5,Bus_Turístico Transporte Orientación Mapas_Ciudad,,Ninguna,,No,uuid:183d947f-08aa-47a4-8d5f-ae79e4a75c09,uuid:183d947f-08aa-47a4-8d5f-ae79e4a75c09,69,Peatonal Florida,
3754,2020-03-05T14:58:12.650Z,2020-03-05T11:57:54.204-03:00,2020-03-05T11:58:10.782-03:00,05/03/2020,2,Argentina,AMBA,,,Bus_Turístico Mapas_Ciudad,,,,No,uuid:d2b9c8c9-fc7a-4a8f-87fd-bd1e9ec83cb2,uuid:d2b9c8c9-fc7a-4a8f-87fd-bd1e9ec83cb2,73,Recoleta,
3755,2020-03-05T14:58:27.942Z,2020-03-05T11:58:15.361-03:00,2020-03-05T11:58:26.543-03:00,05/03/2020,2,Estados_Unidos,,,4,Bus_Turístico Mapas_Ciudad,,Ninguna,,No,uuid:031e2519-1581-40bf-96b0-77b4af2a072c,uuid:031e2519-1581-40bf-96b0-77b4af2a072c,73,Recoleta,
3756,2020-03-05T15:12:49.658Z,2020-03-05T12:12:34.819-03:00,2020-03-05T12:12:45.601-03:00,05/03/2020,2,Brasil,,,,Mapas_Ciudad Orientación Uso_de_instalaciones,,,,No,uuid:d4ea7e30-f407-4ba4-9319-0e0dbc54d15e,uuid:d4ea7e30-f407-4ba4-9319-0e0dbc54d15e,71,Puerto Madero,
3757,2020-03-05T15:13:00.185Z,2020-03-05T12:12:48.798-03:00,2020-03-05T12:12:57.125-03:00,05/03/2020,2,Brasil,,,,Mapas_Ciudad,,,,No,uuid:2778ef1c-15d3-4370-a211-ba531f153f1c,uuid:2778ef1c-15d3-4370-a211-ba531f153f1c,71,Puerto Madero,
3758,2020-03-05T15:13:31.899Z,2020-03-05T12:13:01.989-03:00,2020-03-05T12:13:29.700-03:00,05/03/2020,1,Argentina,AMBA,,,Uso_de_instalaciones,,,,No,uuid:a865341f-b067-4b5f-8f3f-5ac09e676c29,uuid:a865341f-b067-4b5f-8f3f-5ac09e676c29,71,Puerto Madero,
3759,2020-03-05T15:22:12.419Z,2020-03-05T12:21:45.491-03:00,2020-03-05T12:22:09.143-03:00,05/03/2020,2,México,,,,Mapas_Ciudad Visitas_guiadas,,,,No,uuid:4649396d-05f6-42e0-8c99-ed9d4ed02039,uuid:4649396d-05f6-42e0-8c99-ed9d4ed02039,71,Puerto Madero,
3760,2020-03-05T15:26:25.077Z,2020-03-05T12:25:56.021-03:00,2020-03-05T12:26:22.398-03:00,05/03/2020,1,España,,,90,SUBE Mapas_Ciudad Orientación Uso_de_instalaciones,,Compañia_local,Personal,No,uuid:53e64f80-fc0b-48fb-a562-e014ad200ab3,uuid:53e64f80-fc0b-48fb-a562-e014ad200ab3,73,Recoleta,
3761,2020-03-05T15:30:19.022Z,2020-03-05T12:29:55.850-03:00,2020-03-05T12:30:08.662-03:00,05/03/2020,2,Argentina,AMBA,,,Mapas_Ciudad Orientación Bus_Turístico,,,,No,uuid:422edc4c-fec6-4e04-a45e-d7e19f20d1dc,uuid:422edc4c-fec6-4e04-a45e-d7e19f20d1dc,70,Casco Histórico,
3762,2020-03-05T15:30:33.693Z,2020-03-05T12:30:12.518-03:00,2020-03-05T12:30:23.531-03:00,05/03/2020,2,Argentina,AMBA,,,Orientación Bus_Turístico,,,,No,uuid:35d53f89-00b3-4726-ac4e-4fb57def4c91,uuid:35d53f89-00b3-4726-ac4e-4fb57def4c91,70,Casco Histórico,
3763,2020-03-05T15:30:46.493Z,2020-03-05T12:30:28.132-03:00,2020-03-05T12:30:37.120-03:00,05/03/2020,2,Argentina,AMBA,,,SUBE,,,,No,uuid:969a811b-8d58-487d-98c0-bc23e5f728d1,uuid:969a811b-8d58-487d-98c0-bc23e5f728d1,70,Casco Histórico,
3764,2020-03-05T15:35:34.093Z,2020-03-05T12:35:15.881-03:00,2020-03-05T12:35:24.059-03:00,05/03/2020,1,Argentina,AMBA,,,Mapas_Ciudad Orientación Bus_Turístico,,,,No,uuid:c5e9bd48-9c21-47fc-a765-aaab9497151e,uuid:c5e9bd48-9c21-47fc-a765-aaab9497151e,70,Casco Histórico,
3765,2020-03-05T15:35:43.635Z,2020-03-05T12:35:27.217-03:00,2020-03-05T12:35:34.188-03:00,05/03/2020,1,Argentina,AMBA,,,Orientación,,,,No,uuid:a3f6b900-3ea3-4756-8823-088f16d34b02,uuid:a3f6b900-3ea3-4756-8823-088f16d34b02,70,Casco Histórico,
3766,2020-03-05T15:43:44.806Z,2020-03-05T12:43:19.095-03:00,2020-03-05T12:43:40.590-03:00,05/03/2020,3,Brasil,,,5,Mapas_Ciudad Orientación Transporte,,Ninguna,,No,uuid:3bdff4eb-cbd8-4ea6-a665-21d5b5bf9841,uuid:3bdff4eb-cbd8-4ea6-a665-21d5b5bf9841,73,Recoleta,
3767,2020-03-05T15:43:55.718Z,2020-03-05T12:43:43.762-03:00,2020-03-05T12:43:53.849-03:00,05/03/2020,1,Argentina,AMBA,,,SUBE,,,,No,uuid:f1ffeea1-5484-4aad-baa1-c435b191a0a9,uuid:f1ffeea1-5484-4aad-baa1-c435b191a0a9,73,Recoleta,
3768,2020-03-05T15:46:46.964Z,2020-03-05T12:46:18.606-03:00,2020-03-05T12:46:36.704-03:00,05/03/2020,1,Argentina,Corrientes,,5,SUBE,,,,No,uuid:188d95cb-b1b9-435a-b26b-ad46a64ad019,uuid:188d95cb-b1b9-435a-b26b-ad46a64ad019,70,Casco Histórico,
3769,2020-03-05T15:47:02.447Z,2020-03-05T12:46:40.462-03:00,2020-03-05T12:46:52.931-03:00,05/03/2020,1,Argentina,Corrientes,,5,SUBE,,,,No,uuid:123b18f7-64fa-4050-927f-3d57117d60bc,uuid:123b18f7-64fa-4050-927f-3d57117d60bc,70,Casco Histórico,
3770,2020-03-05T15:47:23.728Z,2020-03-05T12:46:59.775-03:00,2020-03-05T12:47:14.309-03:00,05/03/2020,1,Chile,,,5,Mapas_Ciudad Orientación Bus_Turístico,,Ninguna,,No,uuid:658ce306-0704-4b59-9d1a-c924463d8bea,uuid:658ce306-0704-4b59-9d1a-c924463d8bea,70,Casco Histórico,
3771,2020-03-05T15:47:37.284Z,2020-03-05T12:47:17.508-03:00,2020-03-05T12:47:27.844-03:00,05/03/2020,1,Argentina,AMBA,,,Uso_de_instalaciones,,,,No,uuid:a98961a7-372c-42f2-a91d-335a20e80238,uuid:a98961a7-372c-42f2-a91d-335a20e80238,70,Casco Histórico,
3772,2020-03-05T15:47:42.099Z,2020-03-05T12:47:13.222-03:00,2020-03-05T12:47:39.076-03:00,05/03/2020,1,Argentina,Tierra_del_Fuego,,,Orientación Transporte,,,,No,uuid:eddd2bbf-38ae-4875-8cae-cf20e2e8e662,uuid:eddd2bbf-38ae-4875-8cae-cf20e2e8e662,76,Aeroparque,
3773,2020-03-05T15:48:04.263Z,2020-03-05T12:47:42.984-03:00,2020-03-05T12:48:02.423-03:00,05/03/2020,2,Reino_Unido,,,3,Orientación Mapas_Ciudad Transporte SUBE Uso_de_instalaciones,,Ninguna,,No,uuid:1382eb1c-e9aa-413a-bfba-368e4ac29aad,uuid:1382eb1c-e9aa-413a-bfba-368e4ac29aad,76,Aeroparque,
3774,2020-03-05T15:48:05.884Z,2020-03-05T12:47:34.200-03:00,2020-03-05T12:47:56.453-03:00,05/03/2020,1,Argentina,AMBA,,,Uso_de_instalaciones,,,,No,uuid:0dad44cb-f74e-4c1a-ad74-d3e809c68648,uuid:0dad44cb-f74e-4c1a-ad74-d3e809c68648,70,Casco Histórico,
3775,2020-03-05T15:48:17.617Z,2020-03-05T12:48:05.332-03:00,2020-03-05T12:48:15.764-03:00,05/03/2020,3,Brasil,,,,"Orientación Cambio,_Banco_&_Cajeros",,Ninguna,,No,uuid:5cd140ad-7b5c-4b4a-88b2-fa0127be2dd2,uuid:5cd140ad-7b5c-4b4a-88b2-fa0127be2dd2,76,Aeroparque,
3776,2020-03-05T15:48:27.858Z,2020-03-05T12:48:18.534-03:00,2020-03-05T12:48:25.856-03:00,05/03/2020,1,Argentina,AMBA,,,"Cambio,_Banco_&_Cajeros",,,,No,uuid:e376bbaa-6a47-452d-8cb9-a81c7eca0d43,uuid:e376bbaa-6a47-452d-8cb9-a81c7eca0d43,76,Aeroparque,
3777,2020-03-05T15:48:42.697Z,2020-03-05T12:48:32.586-03:00,2020-03-05T12:48:40.885-03:00,05/03/2020,2,Argentina,Mendoza,,,Orientación Transporte SUBE,,,,No,uuid:6f63c651-8504-4324-bdc3-dd73429f224f,uuid:6f63c651-8504-4324-bdc3-dd73429f224f,76,Aeroparque,
3778,2020-03-05T15:48:59.937Z,2020-03-05T12:48:44.866-03:00,2020-03-05T12:48:58.154-03:00,05/03/2020,3,Chile,,,,Orientación Transporte Mapas_Ciudad,,Ninguna,,No,uuid:406f626f-f19d-42cc-9acf-0210a24dd28e,uuid:406f626f-f19d-42cc-9acf-0210a24dd28e,76,Aeroparque,
3779,2020-03-05T15:49:29.577Z,2020-03-05T12:49:21.695-03:00,2020-03-05T12:49:27.789-03:00,05/03/2020,1,Argentina,AMBA,,,Uso_de_instalaciones,,,,,uuid:8371ff42-a0b8-42a3-9c96-766153ece42d,uuid:8371ff42-a0b8-42a3-9c96-766153ece42d,76,Aeroparque,
3780,2020-03-05T15:52:27.306Z,2020-03-05T12:52:12.837-03:00,2020-03-05T12:52:24.861-03:00,05/03/2020,2,Argentina,Río_Negro,,,Orientación Transporte,,,,No,uuid:30ee7161-5a90-47b3-9e68-1ca71fe8eb56,uuid:30ee7161-5a90-47b3-9e68-1ca71fe8eb56,76,Aeroparque,
3781,2020-03-05T15:56:39.605Z,2020-03-05T12:50:29.911-03:00,2020-03-05T12:56:37.239-03:00,05/03/2020,2,Estados_Unidos,,,5,Bus_Turístico Orientación Mapas_Ciudad Atractivos_turísticos Uso_de_instalaciones,,Ninguna,,No,uuid:45d0bb56-6bda-4644-909b-a3f25655baba,uuid:45d0bb56-6bda-4644-909b-a3f25655baba,73,Recoleta,
3782,2020-03-05T16:01:27.708Z,2020-03-05T13:01:10.782-03:00,2020-03-05T13:01:24.407-03:00,05/03/2020,2,España,,,,Mapas_Ciudad,,,,No,uuid:1794514a-d247-4273-a479-39ea307ff15f,uuid:1794514a-d247-4273-a479-39ea307ff15f,71,Puerto Madero,
3783,2020-03-05T16:03:42.201Z,2020-03-05T12:56:47.919-03:00,2020-03-05T13:03:40.155-03:00,05/03/2020,2,Argentina,Mendoza,,5,Bus_Turístico Orientación Mapas_Ciudad Atractivos_turísticos,,,,No,uuid:c3a37dfb-e071-4768-aead-ae070fdd7e4e,uuid:c3a37dfb-e071-4768-aead-ae070fdd7e4e,73,Recoleta,
3784,2020-03-05T16:04:20.826Z,2020-03-05T13:04:05.488-03:00,2020-03-05T13:04:18.249-03:00,05/03/2020,2,Francia,,,,Mapas_Ciudad Orientación,,,,No,uuid:823fe80b-3a0e-436c-b1fd-3de67f3790ab,uuid:823fe80b-3a0e-436c-b1fd-3de67f3790ab,71,Puerto Madero,
3785,2020-03-05T16:07:29.642Z,2020-03-05T13:06:13.899-03:00,2020-03-05T13:07:27.686-03:00,05/03/2020,2,Brasil,,,90,SUBE Mapas_Ciudad Orientación,,Compañia_local,Personal,No,uuid:6ee7dc71-c05a-4852-ac08-0aee5cee2d6d,uuid:6ee7dc71-c05a-4852-ac08-0aee5cee2d6d,73,Recoleta,
3786,2020-03-05T16:09:52.546Z,2020-03-05T13:09:36.043-03:00,2020-03-05T13:09:50.103-03:00,05/03/2020,2,Otro,,Italia,4,Mapas_Ciudad Orientación Tango,,Ninguna,,No,uuid:1fcc33bf-22e1-4ed1-b85f-b6cdd95291bb,uuid:1fcc33bf-22e1-4ed1-b85f-b6cdd95291bb,73,Recoleta,
3787,2020-03-05T16:10:15.426Z,2020-03-05T13:09:58.443-03:00,2020-03-05T13:10:11.450-03:00,05/03/2020,1,Argentina,AMBA,,,Uso_de_instalaciones,,,,No,uuid:24a0b7c0-bcf4-429e-982b-19459c75eff1,uuid:24a0b7c0-bcf4-429e-982b-19459c75eff1,71,Puerto Madero,
3788,2020-03-05T16:10:26.465Z,2020-03-05T13:10:14.816-03:00,2020-03-05T13:10:24.562-03:00,05/03/2020,1,Estados_Unidos,,,,Mapas_Ciudad,,,,No,uuid:547a4a7c-bbf4-4cc9-bf2a-e46d0e76a2ed,uuid:547a4a7c-bbf4-4cc9-bf2a-e46d0e76a2ed,71,Puerto Madero,
3789,2020-03-05T16:16:19.322Z,2020-03-05T13:15:45.223-03:00,2020-03-05T13:16:08.437-03:00,05/03/2020,1,Argentina,AMBA,,,SUBE,,,,No,uuid:032697c6-cdfe-4b27-91a9-cdb466d21fcc,uuid:032697c6-cdfe-4b27-91a9-cdb466d21fcc,70,Casco Histórico,
3790,2020-03-05T16:16:33.576Z,2020-03-05T13:16:12.193-03:00,2020-03-05T13:16:23.141-03:00,05/03/2020,1,Estados_Unidos,,,5,SUBE,,Ninguna,,No,uuid:51de2413-ada6-44f7-9907-65e6eb9eec6c,uuid:51de2413-ada6-44f7-9907-65e6eb9eec6c,70,Casco Histórico,
3791,2020-03-05T16:17:26.788Z,2020-03-05T13:16:27.482-03:00,2020-03-05T13:17:16.600-03:00,05/03/2020,1,Francia,,,4,SUBE,,Ninguna,,No,uuid:ba418362-260e-4ea4-88f3-ea9fcd373891,uuid:ba418362-260e-4ea4-88f3-ea9fcd373891,70,Casco Histórico,
